job_id,job_title,category,course_title,skills
3901635742,human resources director,hr,"how to fund your million dollar idea equity, debt, unfund","ar, equity, r"
3901635742,human resources director,hr,advanced stock options for serious equity investors,"c, equity, r"
3901635742,human resources director,hr,investment crowdfunding 101 a k a equity crowdfunding,"c, equity, r, wd"
3901635742,human resources director,hr,introduction to equity markets,"ar, c, equity, r"
3901635742,human resources director,hr,cfa level i workshop 4 fixed income and equity,"c, cfa, equity, fa, fixed income, r"
3901635742,human resources director,hr,how to invest in russian equity market,"ar, equity, r"
3901635742,human resources director,hr,introduction to the world of equity finance,"c, equity, finance, r"
3901635742,human resources director,hr,equity swaps,"ap, equity, equity swaps, waps"
3901635742,human resources director,hr,level 1 2014 cfa program equity investments,"c, cfa, equity, fa, r"
3901635742,human resources director,hr,basics of private equity,"c, equity, private equity, r"
3901635742,human resources director,hr,corporate finance 101 equity valuation,"c, corporate finance, equity, finance, r, uat, valuation"
3901635742,human resources director,hr,forex top equity management strategy,"equity, management, r, strategy"
3901635742,human resources director,hr,equity products,"c, equity, r"
3901635707,human resources manager,hr,aprende a llevar la contabilidad de forma informatizada,"ada, ap, ar, c, r"
3901635707,human resources manager,hr,estrategias de inversi n aplicadas al mundo del trading,"ada, ap, c, ca, r, trading"
3901635707,human resources manager,hr,photoshop essentials uma introdu o detalhada,"ada, r"
3905381062,temporary human resources business partner hrbp,hr,financial modeling build a dcf equity valuation model,"c, cia, equity, financial modeling, modeling, uat, valuation"
3905381062,temporary human resources business partner hrbp,hr,"how to fund your million dollar idea equity, debt, unfund","ar, equity, r"
3905381062,temporary human resources business partner hrbp,hr,advanced stock options for serious equity investors,"c, equity, r"
3905381062,temporary human resources business partner hrbp,hr,investment crowdfunding 101 a k a equity crowdfunding,"c, equity, r, wd"
3905381062,temporary human resources business partner hrbp,hr,introduction to equity markets,"ar, c, equity, r"
3905381062,temporary human resources business partner hrbp,hr,cfa level i workshop 4 fixed income and equity,"c, cfa, equity, fa, fixed income, r"
3905381062,temporary human resources business partner hrbp,hr,how to invest in russian equity market,"ar, equity, r"
3905381062,temporary human resources business partner hrbp,hr,introduction to the world of equity finance,"c, equity, finance, r"
3905381062,temporary human resources business partner hrbp,hr,equity swaps,"ap, equity, equity swaps, waps"
3905381062,temporary human resources business partner hrbp,hr,level 1 2014 cfa program equity investments,"c, cfa, equity, fa, r"
3905381062,temporary human resources business partner hrbp,hr,basics of private equity,"c, equity, private equity, r"
3905381062,temporary human resources business partner hrbp,hr,corporate finance 101 equity valuation,"c, corporate finance, equity, finance, r, uat, valuation"
3905381062,temporary human resources business partner hrbp,hr,forex top equity management strategy,"equity, management, r, strategy"
3905381062,temporary human resources business partner hrbp,hr,equity products,"c, equity, r"
3895849293,human resources director,hr,financial modeling build a dcf equity valuation model,"c, cia, equity, financial modeling, modeling, uat, valuation"
3895849293,human resources director,hr,"how to fund your million dollar idea equity, debt, unfund","ar, equity, r"
3895849293,human resources director,hr,advanced stock options for serious equity investors,"c, equity, r"
3895849293,human resources director,hr,investment crowdfunding 101 a k a equity crowdfunding,"c, equity, r, wd"
3895849293,human resources director,hr,introduction to equity markets,"ar, c, equity, r"
3895849293,human resources director,hr,cfa level i workshop 4 fixed income and equity,"c, cfa, equity, fa, fixed income, r"
3895849293,human resources director,hr,how to invest in russian equity market,"ar, equity, r"
3895849293,human resources director,hr,introduction to the world of equity finance,"c, equity, finance, r"
3895849293,human resources director,hr,equity swaps,"ap, equity, equity swaps, waps"
3895849293,human resources director,hr,level 1 2014 cfa program equity investments,"c, cfa, equity, fa, r"
3895849293,human resources director,hr,basics of private equity,"c, equity, private equity, r"
3895849293,human resources director,hr,corporate finance 101 equity valuation,"c, corporate finance, equity, finance, r, uat, valuation"
3895849293,human resources director,hr,forex top equity management strategy,"equity, management, r, strategy"
3895849293,human resources director,hr,equity products,"c, equity, r"
3899534687,human resources analyst,hr,beginner to pro financial analysis in excel 2017,"c, cia, excel, financial analysis, r"
3899534687,human resources analyst,hr,beginner to pro in excel financial modeling and valuation,"c, cia, excel, financial modeling, modeling, r, uat, valuation"
3899534687,human resources analyst,hr,excel crash course master excel for financial analysis,"c, cia, excel, financial analysis, r"
3899534687,human resources analyst,hr,the power modeling bootcamp advanced excel in 10 days,"advanced excel, c, ca, excel, modeling, r"
3899534687,human resources analyst,hr,basic excel for basic bookkeeping and accounting,"accounting, bookkeeping, c, excel, r"
3899534687,human resources analyst,hr,excel functions to analyze and visualize data,"c, excel"
3899534687,human resources analyst,hr,building financial statements in excel,"c, cia, excel, financial statements, state"
3899534687,human resources analyst,hr,excel dashboard interactive excel dashboard and charts,"ar, c, excel, r"
3899534687,human resources analyst,hr,advanced excel functions,"advanced excel, c, excel"
3899534687,human resources analyst,hr,hands on financial modeling with 6 excel templates,"c, cia, excel, financial modeling, modeling"
3899534687,human resources analyst,hr,stock technical analysis with excel,"c, ca, excel, technical analysis"
3899534687,human resources analyst,hr,financial accounting plus excel and sap crash course,"accounting, ap, c, cia, excel, financial accounting, r, sap"
3899534687,human resources analyst,hr,win 90 of trades quantitative investments models in excel,"c, excel, r"
3899534687,human resources analyst,hr,investment portfolio analysis with excel,"c, excel, r"
3899534687,human resources analyst,hr,excel 4 accounting bookkeeping master lookup functions,"accounting, bookkeeping, c, excel, r"
3899534687,human resources analyst,hr,financial ratios using excel,"c, cia, excel, ios, r"
3899534687,human resources analyst,hr,financial and business simulation with microsoft excel,"c, cia, excel, microsoft, microsoft excel, r"
3899534687,human resources analyst,hr,bank reconciliation vat on excel,"bank reconciliation, c, excel, r, reconciliation"
3899534687,human resources analyst,hr,create your own automated stock trading robot in excel,"c, excel, r, trading"
3899534687,human resources analyst,hr,financial modeling in excel for startups,"ar, c, cia, excel, financial modeling, modeling, r"
3899534687,human resources analyst,hr,matem tica financeira com hp12c e ms excel,"c, ca, excel, finance, ms excel, r"
3899534687,human resources analyst,hr,stock fundamental analysis with excel,"c, excel"
3899534687,human resources analyst,hr,financial modelling in excel step by step,"c, cia, excel"
3899534687,human resources analyst,hr,optimize make best decisions with microsoft excel,"c, excel, make, microsoft, microsoft excel, r"
3899534687,human resources analyst,hr,"excel 4 accounting bookkeeping master date,time text","accounting, bookkeeping, c, excel, r"
3899534687,human resources analyst,hr,excel,"c, excel"
3899534687,human resources analyst,hr,photoshop automatiza invitaciones con bloc de notas y excel,"c, excel"
3895801271,human resources generalist,hr,beginner to pro financial analysis in excel 2017,"c, cia, excel, financial analysis, r"
3895801271,human resources generalist,hr,beginner to pro in excel financial modeling and valuation,"c, cia, excel, financial modeling, modeling, r, uat, valuation"
3895801271,human resources generalist,hr,excel crash course master excel for financial analysis,"c, cia, excel, financial analysis, r"
3895801271,human resources generalist,hr,the power modeling bootcamp advanced excel in 10 days,"advanced excel, c, ca, excel, modeling, r"
3895801271,human resources generalist,hr,basic excel for basic bookkeeping and accounting,"accounting, bookkeeping, c, excel, r"
3895801271,human resources generalist,hr,excel functions to analyze and visualize data,"c, excel"
3895801271,human resources generalist,hr,building financial statements in excel,"c, cia, excel, financial statements, state"
3895801271,human resources generalist,hr,excel dashboard interactive excel dashboard and charts,"ar, c, excel, r"
3895801271,human resources generalist,hr,advanced excel functions,"advanced excel, c, excel"
3895801271,human resources generalist,hr,hands on financial modeling with 6 excel templates,"c, cia, excel, financial modeling, modeling"
3895801271,human resources generalist,hr,stock technical analysis with excel,"c, ca, excel, technical analysis"
3895801271,human resources generalist,hr,financial accounting plus excel and sap crash course,"accounting, ap, c, cia, excel, financial accounting, r, sap"
3895801271,human resources generalist,hr,win 90 of trades quantitative investments models in excel,"c, excel, r"
3895801271,human resources generalist,hr,investment portfolio analysis with excel,"c, excel, r"
3895801271,human resources generalist,hr,excel 4 accounting bookkeeping master lookup functions,"accounting, bookkeeping, c, excel, r"
3895801271,human resources generalist,hr,financial ratios using excel,"c, cia, excel, ios, r"
3895801271,human resources generalist,hr,financial and business simulation with microsoft excel,"c, cia, excel, microsoft, microsoft excel, r"
3895801271,human resources generalist,hr,bank reconciliation vat on excel,"bank reconciliation, c, excel, r, reconciliation"
3895801271,human resources generalist,hr,create your own automated stock trading robot in excel,"c, excel, r, trading"
3895801271,human resources generalist,hr,financial modeling in excel for startups,"ar, c, cia, excel, financial modeling, modeling, r"
3895801271,human resources generalist,hr,matem tica financeira com hp12c e ms excel,"c, ca, excel, finance, ms excel, r"
3895801271,human resources generalist,hr,stock fundamental analysis with excel,"c, excel"
3895801271,human resources generalist,hr,financial modelling in excel step by step,"c, cia, excel"
3895801271,human resources generalist,hr,optimize make best decisions with microsoft excel,"c, excel, make, microsoft, microsoft excel, r"
3895801271,human resources generalist,hr,"excel 4 accounting bookkeeping master date,time text","accounting, bookkeeping, c, excel, r"
3895801271,human resources generalist,hr,excel,"c, excel"
3895801271,human resources generalist,hr,photoshop automatiza invitaciones con bloc de notas y excel,"c, excel"
3902875974,director of human resources,hr,financial modeling build a dcf equity valuation model,"c, cia, equity, financial modeling, modeling, uat, valuation"
3902875974,director of human resources,hr,"how to fund your million dollar idea equity, debt, unfund","ar, equity, r"
3902875974,director of human resources,hr,advanced stock options for serious equity investors,"c, equity, r"
3902875974,director of human resources,hr,investment crowdfunding 101 a k a equity crowdfunding,"c, equity, r, wd"
3902875974,director of human resources,hr,introduction to equity markets,"ar, c, equity, r"
3902875974,director of human resources,hr,cfa level i workshop 4 fixed income and equity,"c, cfa, equity, fa, fixed income, r"
3902875974,director of human resources,hr,how to invest in russian equity market,"ar, equity, r"
3902875974,director of human resources,hr,introduction to the world of equity finance,"c, equity, finance, r"
3902875974,director of human resources,hr,equity swaps,"ap, equity, equity swaps, waps"
3902875974,director of human resources,hr,level 1 2014 cfa program equity investments,"c, cfa, equity, fa, r"
3902875974,director of human resources,hr,basics of private equity,"c, equity, private equity, r"
3902875974,director of human resources,hr,corporate finance 101 equity valuation,"c, corporate finance, equity, finance, r, uat, valuation"
3902875974,director of human resources,hr,forex top equity management strategy,"equity, management, r, strategy"
3902875974,director of human resources,hr,equity products,"c, equity, r"
3887107156,human resource administrator,hr,financial statements made easy,"c, cia, financial statements, state"
3887107156,human resource administrator,hr,introduction to accounting mastering financial statements,"accounting, c, cia, financial statements, r, state"
3887107156,human resource administrator,hr,accounting financial statement analysis complete training,"accounting, ai, c, cia, financial statement analysis, r, state, training"
3887107156,human resource administrator,hr,financial statements basics,"c, cia, financial statements, state"
3887107156,human resource administrator,hr,introduction to financial statement analysis,"c, cia, financial statement analysis, r, state"
3887107156,human resource administrator,hr,learn the basics of preparing accounting statements,"accounting, ar, c, r, state"
3887107156,human resource administrator,hr,building financial statements in excel,"c, cia, excel, financial statements, state"
3887107156,human resource administrator,hr,analysis of company financial statements,"c, cia, financial statements, state"
3887107156,human resource administrator,hr,preparation of consolidated financial statements basic,"ar, c, cia, consolidated financial statements, financial statements, r, state"
3887107156,human resource administrator,hr,interpreting financial statements,"c, cia, erp, financial statements, r, state"
3887107156,human resource administrator,hr,read financial statements like a pro,"c, cia, financial statements, r, state"
3887107156,human resource administrator,hr,practical financial statement analysis,"c, ca, cia, financial statement analysis, r, state"
3887107156,human resource administrator,hr,financial statement review 101 how to find errors,"c, cia, r, state"
3887107156,human resource administrator,hr,the complete financial statement analysis course,"c, cia, financial statement analysis, r, state"
3887107156,human resource administrator,hr,analyze real estate investments financial modeling,"c, cia, financial modeling, modeling, r, real estate, real estate investment, state"
3887107156,human resource administrator,hr,corporate finance 101 financial statement analysis ratios,"c, cia, corporate finance, finance, financial statement analysis, ios, r, state"
3887107156,human resource administrator,hr,financial statement fundamentals for small biz investors,"c, cia, r, state"
3887107156,human resource administrator,hr,financial statement auditing cycles,"audit, auditing, c, cia, state"
3887107156,human resource administrator,hr,how to read financial statements build financial literacy,"c, cia, financial statements, r, state"
3887107156,human resource administrator,hr,accounting bank reconciliation statement college level,"accounting, bank reconciliation, c, r, reconciliation, state"
3887107156,human resource administrator,hr,introduction to accounting analyzing financial statements,"accounting, c, cia, financial statements, r, state"
3887107156,human resource administrator,hr,read financial statements as a stock investor,"c, cia, financial statements, r, state"
3887107156,human resource administrator,hr,financial modeling build your own 3 statement projection,"c, cia, financial modeling, modeling, r, state"
3887107156,human resource administrator,hr,intro to financial statement audits,"audit, audits, c, cia, financial statement audits, r, state"
3887107156,human resource administrator,hr,financial statements analysis learn to invest like a pro,"ar, c, cia, financial statements, financial statements analysis, r, state"
3887107156,human resource administrator,hr,ias 1 presentation of financial statements,"c, cia, financial statements, presentation, r, state"
3887107156,human resource administrator,hr,"investing internationally into real estate, stocks and bonds","c, r, real estate, state"
3887107156,human resource administrator,hr,introduction to financial statements,"c, cia, financial statements, r, state"
3887107156,human resource administrator,hr,understanding financial statements,"c, cia, financial statements, r, state"
3887107156,human resource administrator,hr,planning and executing a financial statement audit,"audit, c, cia, lan, planning, state"
3887107156,human resource administrator,hr,ratio analysis for financial statements,"c, cia, financial statements, r, state"
3887107156,human resource administrator,hr,seeing the big picture understanding financial statements,"c, cia, financial statements, r, state"
3887107156,human resource administrator,hr,"financial accounting, its cycle, statements analysis","accounting, c, cia, financial accounting, state"
3887107156,human resource administrator,hr,the cash flow statement an introduction,"c, ca, r, state"
3887107156,human resource administrator,hr,how to read financial statements,"c, cia, financial statements, r, state"
3887107156,human resource administrator,hr,straight from business school create financial statements,"ai, c, cia, financial statements, r, state"
3887107156,human resource administrator,hr,financial statements learn accounting unlock the numbers,"accounting, ar, c, cia, financial statements, r, state"
3887107156,human resource administrator,hr,"double your salary with free, local, job training courses","ai, ar, c, ca, local, r, training"
3887107156,human resource administrator,hr,core financial statement concepts,"c, cia, r, state"
3887107156,human resource administrator,hr,how to play in a local irish music session with confidence,"c, ca, confidence, local, r"
3887107156,human resource administrator,hr,wordpress local server setup and site migration online,"c, ca, local, r, word, wordpress"
3887107156,human resource administrator,hr,desktopserver install wordpress locally work anywhere,"c, ca, local, r, word, wordpress"
3887107156,human resource administrator,hr,how to create a real estate website with wordpress 2017,"c, r, real estate, state, word, wordpress"
3887107156,human resource administrator,hr,set up a localhost web server for faster website development,"c, ca, development, fa, local, pm, r, website development"
3887107156,human resource administrator,hr,how to create a local wordpress environment,"c, ca, local, r, word, wordpress"
3903442852,senior information technology application analyst,information technology,an integrated approach to the fundamentals of accounting,"accounting, ap, c, integrated, pp, r"
3903442852,senior information technology application analyst,information technology,build a chatbot integrated website using bootstrap 4,"ap, c, integrated, r"
3891079268,information technology business analyst,information technology,investing and trading for beginners mastering price charts,"ar, c, r, trading"
3891079268,information technology business analyst,information technology,"trading stock chart patterns for immediate, explosive gains","ai, ar, c, edi, r, trading"
3891079268,information technology business analyst,information technology,forex trading course work smarter not harder proven results,"ar, c, r, trading"
3891079268,information technology business analyst,information technology,short selling learn to sell stocks before the fall,"ar, c, fa, r"
3891079268,information technology business analyst,information technology,basic technical analysis learn the structure of the market,"ar, c, ca, r, technical analysis"
3891079268,information technology business analyst,information technology,the complete chart pattern trading course a proven approach,"ap, ar, c, pp, r, trading"
3891079268,information technology business analyst,information technology,learn mql5 build an 8 currency hedging robot metatrader 5,"ar, c, r"
3891079268,information technology business analyst,information technology,forex trading your complete guide to get started like a pro,"ar, c, r, trading"
3891079268,information technology business analyst,information technology,financial modeling for startups small businesses,"ar, c, cia, financial modeling, modeling, r"
3891079268,information technology business analyst,information technology,forex robots expect to earn 175 p a forex robot included,"ar, c, r"
3891079268,information technology business analyst,information technology,how i learned stock trading and how you can too,"ar, c, ca, r, trading"
3891079268,information technology business analyst,information technology,learn to trade for profit find and trade winning stocks,"ar, c, r"
3891079268,information technology business analyst,information technology,trading inside bars master 1 easy pattern to be successful,"ar, c, r, sf, trading"
3891079268,information technology business analyst,information technology,options trading calendar spread course for every trader,"ar, c, ca, r, trading"
3891079268,information technology business analyst,information technology,learn accounting understand business,"accounting, ar, c, r"
3891079268,information technology business analyst,information technology,a beginner s guide to quantopian futures api,"ap, api, r"
3891079268,information technology business analyst,information technology,how to buy cheap options options trading pricing model,"ap, c, r, trading"
3891079268,information technology business analyst,information technology,"comprehensive guide to financial markets, investing trading","ar, c, cia, r, trading"
3891079268,information technology business analyst,information technology,hedge and mutual fund careers the complete guide,"ar, c, ca, r"
3891079268,information technology business analyst,information technology,"forex strategies kelly criterion, larry williams and more","ar, c, r"
3891079268,information technology business analyst,information technology,"elite trend trader learn to trade stocks, options forex","ar, c, r"
3891079268,information technology business analyst,information technology,forex trading learn to trade forex like the banks,"ar, r, trading"
3891079268,information technology business analyst,information technology,learn to trade for profit trading with japanese candlesticks,"ap, ar, c, ca, r, trading"
3891079268,information technology business analyst,information technology,start trading stocks using technical analysis,"ar, c, ca, r, technical analysis, trading"
3891079268,information technology business analyst,information technology,learn how to set up an incubator hedge fund step by step,"ar, c, r"
3891079268,information technology business analyst,information technology,trading options for consistent returns calendar spreads,"ar, c, ca, r, trading"
3891079268,information technology business analyst,information technology,the complete value investing course a proven approach,"ap, c, pp, r"
3891079268,information technology business analyst,information technology,how to invest with tiny capital in stocks,"ap, api, c, ca"
3891079268,information technology business analyst,information technology,learn how to successfully trade stocks in 5 simple steps,"ar, c, r, sf"
3891079268,information technology business analyst,information technology,practical accounts app overview,"ap, c, ca, pp, r"
3891079268,information technology business analyst,information technology,stock market investing for beginners,"ar, c, r"
3891079268,information technology business analyst,information technology,accounting for beginners learn basics in under 1 hour,"accounting, ar, c, r"
3891079268,information technology business analyst,information technology,straddle options trading profit in any market direction,"ar, c, r, trading"
3891079268,information technology business analyst,information technology,"binary options trading strategies, 90 accuracy and signals","ar, c, r, trading"
3891079268,information technology business analyst,information technology,live account etf trading system hacking the stock market,"ar, c, r, trading"
3891079268,information technology business analyst,information technology,stock market leverage how to start trading options wisely,"ar, c, r, trading"
3891079268,information technology business analyst,information technology,stock market foundations,"ar, c, r"
3891079268,information technology business analyst,information technology,crash course on working capital management,"ap, api, c, ca, capital management, management, r, working capital management"
3891079268,information technology business analyst,information technology,61 profit in 1 month crush your forex trading paradigm,"ar, c, r, trading"
3891079268,information technology business analyst,information technology,quantitative aptitude for banking competitive examinations,"ap, banking, c, competitive, r"
3891079268,information technology business analyst,information technology,b com accountancy i paper eco 02 ignou,"ap, c, m a, r"
3891079268,information technology business analyst,information technology,forex trading learn in a quick profitable way support,"ar, c, pp, r, trading"
3891079268,information technology business analyst,information technology,stock market investing encyclopedia how to invest in stocks,"ar, c, edi, r"
3891079268,information technology business analyst,information technology,learn the basics of preparing accounting statements,"accounting, ar, c, r, state"
3891079268,information technology business analyst,information technology,top 10 trading ideas in the equities market,"ar, r, trading"
3891079268,information technology business analyst,information technology,shark accounting building a business by the numbers,"accounting, ar, c, r"
3891079268,information technology business analyst,information technology,sap fico for beginners a guide to sap financial accounts,"ap, c, cia, r, sap, sap fico"
3891079268,information technology business analyst,information technology,learn how to double your forex trading account in one trade,"ar, c, r, trading"
3891079268,information technology business analyst,information technology,"accounting superpowers learn accounts, understand business","accounting, ar, c, erp, r"
3891079268,information technology business analyst,information technology,financial model basics build a model from start to finish,"ar, c, cia, r"
3891079268,information technology business analyst,information technology,learn to trade the stock market without blowing your profits,"ar, c, r"
3891079268,information technology business analyst,information technology,learn to trade the news,"ar, r"
3891079268,information technology business analyst,information technology,get acquired learn from the head of acquisitions for ebay,"ar, c, r"
3891079268,information technology business analyst,information technology,stock market investment practical accounting,"accounting, ar, c, ca, r"
3891079268,information technology business analyst,information technology,learn to trade forex and stocks from beginner to advanced,"ar, c, r"
3891079268,information technology business analyst,information technology,master technical analysis and chart reading skills bundle,"ar, c, ca, r, technical analysis"
3891079268,information technology business analyst,information technology,charting for beginners 101 technical analysis demystified,"ar, c, ca, r, technical analysis"
3891079268,information technology business analyst,information technology,accounting standards basics professional course level,"accounting, accounting standards, ar, c, r"
3891079268,information technology business analyst,information technology,profitable binary option trading strategy,"ar, r, strategy, trading"
3891079268,information technology business analyst,information technology,investing how i consistently beat the stock market,"ar, c, r"
3891079268,information technology business analyst,information technology,cryptoarbitrager bitcoin trading robot no mining,"ar, c, r, trading"
3891079268,information technology business analyst,information technology,a value investing approach to the stock market,"ap, ar, c, pp, r"
3891079268,information technology business analyst,information technology,learn how to invest for huge profits or make it big trading,"ar, make, r, trading"
3891079268,information technology business analyst,information technology,"how to fund your million dollar idea equity, debt, unfund","ar, equity, r"
3891079268,information technology business analyst,information technology,mastering candlestick charting high probability trading,"ar, c, ca, r, trading"
3891079268,information technology business analyst,information technology,binary options course level 2,"ar, c, r"
3891079268,information technology business analyst,information technology,get to know the vix index aka the fear index,"ar, r"
3891079268,information technology business analyst,information technology,apply finance concepts for smart project management,"ap, ar, c, finance, management, pp, project management, r"
3891079268,information technology business analyst,information technology,preparation of consolidated financial statements basic,"ar, c, cia, consolidated financial statements, financial statements, r, state"
3891079268,information technology business analyst,information technology,succeed in bonds even if you don t know where to start,"ar, c, r"
3891079268,information technology business analyst,information technology,learn to trade for profit ten most profitable trading rules,"ar, r, trading"
3891079268,information technology business analyst,information technology,succeed in lotto even if you don t know where to start,"ar, c, r"
3891079268,information technology business analyst,information technology,pin bars the most powerful forex trading signal,"ar, r, trading"
3891079268,information technology business analyst,information technology,credit spread surgery bear call and bull put mastery,"ar, c, ca, edi, r"
3891079268,information technology business analyst,information technology,learn to invest in index funds and etfs in 7 easy steps,"ar, r, tfs"
3891079268,information technology business analyst,information technology,trade recap i a real look at futures options markets,"ap, ar, c, ca, r"
3891079268,information technology business analyst,information technology,trading binary options for fun and profit,"ar, r, trading"
3891079268,information technology business analyst,information technology,cfa fast track your career in finance,"ar, c, ca, cfa, fa, finance, r"
3891079268,information technology business analyst,information technology,excel dashboard interactive excel dashboard and charts,"ar, c, excel, r"
3891079268,information technology business analyst,information technology,accounting 101 learn business finance forecasting in 60mins,"accounting, ar, c, ca, finance, forecasting, r"
